URL,DSLD ID,Product Name,Brand Name,Bar Code,Net Contents,Serving Size,Product Type [LanguaL],Supplement Form [LanguaL],Date Entered into DSLD,Market Status,Suggested Use
https://dsld.od.nih.gov/label/542,542,B-2 100 mg,Vitamin World,0 74312 70640 0,100 Easy To Swallow Coated Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-11-25,On Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/543,543,B-6 100 mg,Vitamin World,0 74312 70653 0,250 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-11-25,Off Market,DIRECTIONS: For adults; take one (1) tablet daily; preferably with a meal.
https://dsld.od.nih.gov/label/544,544,C-1000 mg With Protective Bioflavonoids And Wild Rose Hips,Vitamin World,0 74312 70695 0,500 Coated Caplet(s),1 Caplet(s),Other Combinations [A1325],Other (e.g. tea bag) [E0172],2011-11-25,Off Market,DIRECTIONS: For adults; take one (1) to two (2) caplets daily; preferably with meals.
https://dsld.od.nih.gov/label/545,545,Niacin 250 mg,Vitamin World,0 74312 70723 0,250 Easy To Swallow Coated Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-11-25,On Market,DIRECTIONS: For adults; take one (1) tablet daily; preferably with a meal.
https://dsld.od.nih.gov/label/546,546,Niacinamide 500 mg,Vitamin World,0 74312 70730 8,100 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) tablet daily; preferably with a meal.
https://dsld.od.nih.gov/label/547,547,Brewer's Yeast,Vitamin World,0 74312 70745 2,500 Tablet(s),2 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2011-11-25,On Market,DIRECTIONS: For adults; take two (2) tablets three times daily; preferably with meals.
https://dsld.od.nih.gov/label/548,548,Mega B-100,Vitamin World,0 74312 70772 8,100 Coated Caplet(s),1 Caplet(s),Other Combinations [A1325],Other (e.g. tea bag) [E0172],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) caplet daily; preferably with a meal.
https://dsld.od.nih.gov/label/549,549,Gelatin 650 mg,Vitamin World,0 74312 70783 4,250 Rapid Release Capsule(s),2 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2011-10-26,On Market,DIRECTIONS: For adults; take two (2) capsules after each meal and at bedtime.
https://dsld.od.nih.gov/label/550,550,E-Oil,Vitamin World,0 74312 70810 7,2.5 fl. Oz.; 74 mL,0.25 mL [5 drops],Vitamin [A1302],Liquid [E0165],2011-10-26,On Market,DIRECTIONS: For adults; take five (5) drops (0.25 mL) daily; preferably with a meal. May be taken orally or put in water; juice or food. As a moisturizer; apply directly to your skin.
https://dsld.od.nih.gov/label/551,551,Creatine Caps 700 mg,Precision Engineered,0 74312 70906 7,120 Rapid Release Capsule(s),6 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2011-10-26,On Market,DIRECTIONS: For adults; take 6 capsules daily with juice or other glucose-containing liquid.  Take this product with an adequate fluid intake.
https://dsld.od.nih.gov/label/552,552,Hardcore Creatine Powder,Precision Engineered,0 74312 70907 4,18 oz.; 1.1 lb; 510 g,5 Gram(s) [1 heaping tsp],Non-Nutrient/Non-Botanical [A1309],Powder [E0162],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) heaping teaspoon (5 g) daily.  Mix with juice or other glucose-containing liquid.  Creatine should be consumed within 10 minutes after mixing.  Take this product with an adequate fluid intake.
https://dsld.od.nih.gov/label/553,553,Hardcore Creatine Powder,Precision Engineered,0 74312 70908 1,35.27 oz.; 2.2 lb; 1 kg,5 Gram(s) [1 heaping tsp],Non-Nutrient/Non-Botanical [A1309],Powder [E0162],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) heaping teaspoon (5 g) daily.  Mix with juice or other glucose-containing liquid.  Creatine should be consumed within 10 minutes after mixing.  Take this product with an adequate fluid intake.
https://dsld.od.nih.gov/label/554,554,Echinacea With Goldenseal Root,Vitamin World,0 74312 70922 7,100 Rapid Release Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) capsules three times daily; preferably with meals.
https://dsld.od.nih.gov/label/555,555,Uva Ursi,Vitamin World,0 74312 70931 9,100 Rapid Release Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) capsules; three times daily; preferably with meals.  Capsules may be opened and prepared as a tea.
https://dsld.od.nih.gov/label/556,556,Zygest Super Papaya Plus,Vitamin World,0 74312 70982 1,180 Delicious Chewable Wafer(s),1 Wafer(s),Other Combinations [A1325],Other (e.g. tea bag) [E0172],2011-10-26,Off Market,DIRECTIONS: For adults; chew three (3) wafers following a meal; one to three times daily; or dissolve one (1) or two (2) wafers in mouth when needed.
https://dsld.od.nih.gov/label/557,557,Vitamin A 10000 IU,Vitamin World,0 74312 71023 0,250 Rapid Release Softgel(s),1 Softgel(s),Vitamin [A1302],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) softgel daily; preferably with a meal.
https://dsld.od.nih.gov/label/558,558,Artichoke Extract,Vitamin World,0 74312 71055 1,100 Rapid Release Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) capsule one to two times daily; preferably with meals.  Capsules may be opened and prepared as a tea.
https://dsld.od.nih.gov/label/559,559,Premium Lecithin Granules,Vitamin World,0 74312 71060 5,30 oz.; 850 g,1 Tbsp [8 g],Other Combinations [A1325],Powder [E0162],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) tablespoon (8 g) one or two times daily; preferably with a meal.  Soy Lecithin is a pleasant tasting dietary supplement.  It may be taken with any solid or liquid food.
https://dsld.od.nih.gov/label/560,560,Bee Pollen Granules,Vitamin World,0 74312 71071 1,10 oz.; 283 g,1 tsp [3 g-9 g],Botanical with Nutrients [A1317],Powder [E0162],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to three (3) teaspoons (3 g-9 g) daily.  If you have never taken bee products; start with one teaspoon (3 g) per day and increase gradually in order to assess whether you are allergic.
https://dsld.od.nih.gov/label/561,561,Chelated Potassium 99 mg,Vitamin World,0 74312 71113 8,250 Caplet(s),1 Caplet(s),Mineral [A1299],Other (e.g. tea bag) [E0172],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) caplet daily; preferably with a meal.
https://dsld.od.nih.gov/label/562,562,Zygest Papaya Enzyme,Vitamin World,0 74312 71135 0,500 Delicious Chewable Tablet(s),3 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2011-10-26,Off Market,DIRECTIONS: For adults; chew three (3) tablets following a meal; one to three times daily. Tablets may be chewed or swallowed.
https://dsld.od.nih.gov/label/563,563,Sunvite Vitamin D3 400 IU,Vitamin World,0 74312 71143 5,250 Easy To Swallow Coated Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) tablet; one to two times daily; preferably with a meal.
https://dsld.od.nih.gov/label/564,564,Cod Liver Oil,Vitamin World,0 74312 71153 4,250 Rapid Release Softgel(s),1 Softgel(s),Other Combinations [A1325],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to four (4) softgels daily; preferably with a meal.
https://dsld.od.nih.gov/label/565,565,B-6 50 mg,Vitamin World,0 74312 71163 3,250 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with meals.
https://dsld.od.nih.gov/label/566,566,B-12 100 mcg,Vitamin World,0 74312 71173 2,250 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to five (5) tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/567,567,Beta-Carotene Provitamin A 25000 IU,Vitamin World,0 74312 71223 4,250 Rapid Release Softgel(s),1 Softgel(s),Vitamin [A1302],Softgel Capsule [E0161],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) softgel daily; preferably with a meal.
https://dsld.od.nih.gov/label/568,568,Complete B Complex,Vitamin World,0 74312 71253 1,250 Easy to Swallow Coated Caplet(s),2 Caplet(s),Vitamin [A1302],Other (e.g. tea bag) [E0172],2011-10-26,On Market,DIRECTIONS: For adults; take two (2) to four (4) caplets daily; preferably with meals.
https://dsld.od.nih.gov/label/569,569,C&E With Wild Rose Hips,Vitamin World,0 74312 71261 6,100 Rapid Release Softgel(s),1 Softgel(s),Botanical with Nutrients [A1317],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) softgel one to two times daily; preferably with a meal.
https://dsld.od.nih.gov/label/570,570,Valerian Root,Vitamin World,0 74312 71328 6,90 Rapid Release Softgel(s),1 Softgel(s),Botanical [A1306],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) or two (2) softgels daily; preferably 30 minutes before bedtime or rest.
https://dsld.od.nih.gov/label/571,571,Amino Acid Chelated Copper 2 mg,Vitamin World,0 74312 71330 9,100 Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2011-10-26,On Market,
https://dsld.od.nih.gov/label/572,572,Amino Acid Chelated Manganese 5 mg,Vitamin World,0 74312 71350 7,100 Easy To Swallow Coated Tablet(s),1 Tablet(s),Amino acid/Protein [A1305],Tablet or Pill [E0155],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) tablet daily; preferably with a meal.
https://dsld.od.nih.gov/label/573,573,B-12 500 mcg,Vitamin World,0 74312 71373 6,250 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,On Market,
https://dsld.od.nih.gov/label/574,574,Timed Release B-12 1000 mcg,Vitamin World,0 74312 71383 5,250 Caplet(s),1 Caplet(s),Vitamin [A1302],Other (e.g. tea bag) [E0172],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to five (5) caplets daily; preferably with a meal.
https://dsld.od.nih.gov/label/575,575,Blackstrap Molasses & Chelated Iron,Vitamin World,0 74312 71390 3,100 Rapid Release Softgel(s),1 Softgel(s),Botanical with Nutrients [A1317],Softgel Capsule [E0161],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to two (2) softgels daily; preferably with meals.
https://dsld.od.nih.gov/label/576,576,Folic Acid 400 mcg,Vitamin World,0 74312 71403 0,250 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/577,577,C-1000 mg With Protective Bioflavonoids,Vitamin World,0 74312 71410 8,100 Rapid Release Capsule(s),1 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) capsules daily; preferably with meals.
https://dsld.od.nih.gov/label/578,578,Bilberry Fruit 1000 mg,Vitamin World,0 74312 71434 4,90 Rapid Release Softgel(s),1 Softgel(s),Botanical [A1306],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) softgel once or twice daily; preferably with a meal.
https://dsld.od.nih.gov/label/579,579,Liquid L-Carnitine 500 mg,Vitamin World,0 74312 71445 0,16 fl. Oz.; 473 mL,1 Tbsp [15 mL-60 mL],Other Combinations [A1325],Liquid [E0165],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) (15 mL) to four (4) (60 mL) tablespoons daily; preferably on an empty stomach.
https://dsld.od.nih.gov/label/580,580,Organic Flax Seed Oil 1000 mg,Vitamin World,0 74312 71454 2,240 Rapid Release Softgel(s),1 Softgel(s),Botanical with Nutrients [A1317],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to three (3) softgels one to three times daily; with a meal.
https://dsld.od.nih.gov/label/581,581,Sublingual B-12 5000 mcg,Vitamin World,0 74312 71473 3,60 Microlozenge(s),1 Microlozenge(s),Vitamin [A1302],Lozenge [E0174],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) microlozenge daily. Place microlozenge under tongue for 30 seconds before swallowing.
https://dsld.od.nih.gov/label/582,582,Niacin 100 mg,Vitamin World,0 74312 71483 2,250 Easy To Swallow Coated Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/583,583,C-500 mg,Vitamin World,0 74312 71510 5,100 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to four (4) tablets daily; preferably with meals.
https://dsld.od.nih.gov/label/584,584,Beta-Carotene Provitamin A 10000 IU,Vitamin World,0 74312 71523 5,250 Rapid Release Softgel(s),1 Softgel(s),Vitamin [A1302],Softgel Capsule [E0161],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) softgel daily; preferably with a meal.
https://dsld.od.nih.gov/label/585,585,Rutin 500 mg,Vitamin World,0 74312 71561 7,100 Tablet(s),1 Tablet(s),Non-Nutrient/Non-Botanical [A1309],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with meals.
https://dsld.od.nih.gov/label/586,586,Saw Palmetto,Vitamin World,0 74312 71594 5,90 Rapid Release Softgel(s),1 Softgel(s),Botanical [A1306],Softgel Capsule [E0161],2011-10-26,On Market,Directions: For adult men; take one (1) to three (3) softgels daily; preferably with a meal.
https://dsld.od.nih.gov/label/587,587,Aloe Vera Gel,Origin Of life,0 74312 71600 3,16 fl. Oz.; 473 mL,2 fl. Oz. [(2 Capfuls)(60 mL)],Botanical with Nutrients [A1317],Liquid [E0165],2011-10-26,Off Market,DIRECTIONS: For adults; drink two (2) capfuls (2 fl. oz.) (60 mL) one to three times daily. REFRIGERATE AFTER OPENING and consume within 1 month. SHAKE WELL BEFORE USE.
https://dsld.od.nih.gov/label/588,588,Gentle Iron Iron Glycinate 28 mg,Vitamin World,0 74312 71603 4,90 Rapid Release Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) capsule daily; preferably with a meal.
https://dsld.od.nih.gov/label/589,589,Flush Free Niacin 500 mg,Vitamin World,0 74312 71663 8,250 Rapid Release Capsule(s),1 Capsule(s),Vitamin [A1302],Capsule [E0159],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) capsules daily; preferably with a meal.
https://dsld.od.nih.gov/label/590,590,B-1 100 mg,Vitamin World,0 74312 71670 6,100 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/591,591,L-Carnitine 500 mg,Vitamin World,0 74312 71686 7,120 Coated Caplet(s),1 Caplet(s),Amino acid/Protein [A1305],Other (e.g. tea bag) [E0172],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) caplets two times daily; preferably with meals.
https://dsld.od.nih.gov/label/592,592,Ferrous Sulfate 28 mg Iron,Vitamin World,0 74312 71793 2,250 Easy To Swallow Coated Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) tablet daily; preferably with a meal.
https://dsld.od.nih.gov/label/593,593,Extra Strength Water Pill,Vitamin World,0 74312 71832 8,100 Easy to Swallow Coated Caplet(s),1 Caplet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2011-11-25,Off Market,Directions: For adults; take one (1) caplet with water after each meal.
https://dsld.od.nih.gov/label/594,594,Cat's Claw Una De Gato 500 mg,Vitamin World,0 74312 71841 0,100 Rapid Release Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) capsule three times daily on an empty stomach. Capsules may be opened and prepared as a tea.
https://dsld.od.nih.gov/label/595,595,Q-Sorb Co Q-10 120 mg,Vitamin World,0 74312 71852 6,120 Rapid Release Softgel(s),1 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to three (3) softgels daily; preferably with a meal.
https://dsld.od.nih.gov/label/596,596,DMAE 100 mg,Vitamin World,0 74312 71861 8,100 Rapid Release Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to five (5) capsules daily; preferably with a meal.
https://dsld.od.nih.gov/label/597,597,Silymarin Milk-Thistle,Vitamin World,0 74312 71944 8,90 Rapid Release Softgel(s),1 Softgel(s),Botanical [A1306],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) softgel once or twice daily; preferably with a meal.
https://dsld.od.nih.gov/label/598,598,Calcium Magnesium Potassium,Vitamin World,0 74312 71990 5,100 Coated Caplet(s),2 Caplet(s),Mineral [A1299],Other (e.g. tea bag) [E0172],2011-10-26,On Market,DIRECTIONS: For adults; take two (2) caplets daily; preferably with a meal.
https://dsld.od.nih.gov/label/599,599,Chelated Zinc 25 mg,Vitamin World,0 74312 72003 1,250 Easy To Swallow Coated Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/600,600,Sublingual B-12 5000 mcg,Vitamin World,0 74312 72019 2,120 Microlozenge(s),1 Microlozenge(s),Vitamin [A1302],Lozenge [E0174],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) microlozenge daily. Place microlozenge under tongue for 30 seconds before swallowing.
https://dsld.od.nih.gov/label/601,601,Citrus Bioflavonoids 1000 mg,Vitamin World,0 74312 72033 8,250 Coated Caplet(s),1 Caplet(s),Botanical [A1306],Unknown [E0177],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) caplets daily; preferably with meals.
https://dsld.od.nih.gov/label/602,602,Timed Release B-12 1500 mg,Vitamin World,0 74312 72053 6,250 Microlozenge(s),1 Caplet(s),Vitamin [A1302],Lozenge [E0174],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to three (3) caplets daily; preferably with a meal.
https://dsld.od.nih.gov/label/603,603,Chelated Zinc 50 mg,Vitamin World,0 74312 72063 5,250 Caplet(s),1 Caplet(s),Mineral [A1299],Unknown [E0177],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) caplet daily; preferably with a meal.
https://dsld.od.nih.gov/label/604,604,Vitamins For The Hair,Vitamin World,0 74312 72100 7,60 Coated Caplet(s),1 Caplet(s),Other Combinations [A1325],Unknown [E0177],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) caplet daily; preferably with a meal.
https://dsld.od.nih.gov/label/605,605,Double Strength Prosta-Guard Lycopene 10 mg,Vitamin World,0 74312 72111 3,100 Easy to Swallow Rapid Release Softgel(s),1 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to four (4) softgels daily; preferably with a meal.
https://dsld.od.nih.gov/label/606,606,Natural Selenium 50 mcg,Vitamin World,0 74312 72123 6,250 Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to four tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/607,607,Pycnogenol 60 mg,Vitamin World,0 74312 72171 7,60 Rapid Release Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to five (5) capsules daily; preferably with a meal.
https://dsld.od.nih.gov/label/608,608,Inspired By Nature Herbal Laxative,Vitamin World,0 74312 72180 9,100 Rapid Release Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2011-10-26,On Market,DIRECTIONS: For adults; take two (2) capsules three times daily; or six (6) capsules at night before retiring.
https://dsld.od.nih.gov/label/609,609,Inspired By Nature Herbal Laxative,Vitamin World,0 74312 72183 0,250 Rapid Release Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2011-10-26,Off Market,DIRECTIONS: For adults; take two (2) capsules three times daily; or six (6) capsules at night before retiring.
https://dsld.od.nih.gov/label/610,610,Gotu Kola 250 mg,Vitamin World,0 74312 72200 4,100 Microlozenge(s),1 Caplet(s),Botanical [A1306],Unknown [E0177],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to four (4) caplets daily; preferably with meals.
https://dsld.od.nih.gov/label/611,611,Debittered Brewer's Yeast Powder,Vitamin World,0 74312 72270 7,1 lb; 16 oz.; 454 g,1 Tbsp [15 g],Multi-Vitamin and Mineral (MVM) [A1315],Powder [E0162],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) tablespoon (15 g) one to four times daily. Mix in milk; fruit juice; soups or chopped meat. Its superb taste means you can sprinkle it on salads; cottage cheese; yogurt and other foods. Use it in cooking meat loaves; casseroles and many other dishes.
https://dsld.od.nih.gov/label/612,612,MSM Powder,Vitamin World,0 74312 72286 8,8 oz.; 227 g,0.75 tsp [3 g],Non-Nutrient/Non-Botanical [A1309],Powder [E0162],2011-10-26,Off Market,DIRECTIONS: For adults; mix 3/4 teaspoon (3 g) daily with 8 oz. of water or juice.
https://dsld.od.nih.gov/label/613,613,Alfalfa 500 mg,Vitamin World,0 74312 72375 9,500 Tablet(s),3 Tablet(s),Botanical [A1306],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take three (3) or more tablets daily; preferably with each meal.
https://dsld.od.nih.gov/label/614,614,Q-Sorb Co Q-10 50 mg,Vitamin World,0 74312 72388 9,200 Easy to Swallow Rapid Release Softgel(s),1 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to six (6) softgels daily; preferably with a meal.
https://dsld.od.nih.gov/label/615,615,High Performance Creatine HPDS3,Precision Engineered,0 74312 72394 0,2.27 kg; 5 lb; 80 oz.,43 Gram(s) [1 scoop],Other Combinations [A1325],Powder [E0162],2011-10-26,On Market,DIRECTIONS: For adults; mix one (1) scoop (43 g) with 6-8 fluid ounces of cold water or juice and consume after your daily workout. Creatine should be consumed within 10 minutes after mixing. Take this product with an adequate fluid intake.
https://dsld.od.nih.gov/label/616,616,Timed Release C-500 mg,Vitamin World,0 74312 72433 6,250 Coated Caplet(s),1 Caplet(s),Botanical with Nutrients [A1317],Other (e.g. tea bag) [E0172],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to four (4) caplets daily; preferably with meals.
https://dsld.od.nih.gov/label/617,617,Vanadyl Sulfate 10 mg,Vitamin World,0 74312 72457 2,120 Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) tablet daily; preferably with a meal.
https://dsld.od.nih.gov/label/618,618,Klamath Lake Blue Green Algae,Vitamin World,0 74312 72542 5,120 Rapid Release Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2011-10-26,On Market,DIRECTIONS: For adults; start with one (1) capsule daily; and build up to two (2) to six (6) capsules per day. Should be taken with 8 ounces of water in the morning hours.
https://dsld.od.nih.gov/label/619,619,SOD Superoxide Dismutase 250 mg,Vitamin World,0 74312 72562 3,100 Coated Caplet(s),1 Caplet(s),Non-Nutrient/Non-Botanical [A1309],Other (e.g. tea bag) [E0172],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) caplet one to three times daily; preferably with a meal.
https://dsld.od.nih.gov/label/620,620,Ultra Chromium Picolinate 500 mcg,Vitamin World,0 74312 72573 9,250 Easy To Swallow Coated Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/621,621,Zinc For Acne,Vitamin World,0 74312 72580 7,100 Tablet(s),2 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2011-10-26,On Market,Directions: For adults take two (2) tablets daily; preferably with meals. Do not take more than two tablets per day.
https://dsld.od.nih.gov/label/622,622,Cell Rush,All American EFX,7 37190 00150 9,16 fl. Oz.; 473 mL,1 Tbsp [15 mL],Other Combinations [A1325],Liquid [E0165],2011-10-26,On Market,SUGGESTED USE: As a dietary supplement; take 1 TBSP post-workout. On non-training days take 1 TBSP at night. No refrigeration needed.
https://dsld.od.nih.gov/label/623,623,K-Otic,All American EFX,73719000169,457 g; 32 Serving(s),14.28 Gram(s) [1 scoop],Other Combinations [A1325],Powder [E0162],2011-10-26,On Market,SUGGESTED USE: Take 1 scoop with 10 ounces (296 ml) of water 15-20 minutes prior to workout. For use on training days only.
https://dsld.od.nih.gov/label/624,624,Kre-Alkalyn EFX Pro,All American EFX,,90 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2011-10-26,On Market,SUGGESTED USE: As a dietary supplement; take 1 capsule 45 minutes prior to workout.
https://dsld.od.nih.gov/label/625,625,Kre-Alkalyn pH-Correct Creatine,All American EFX,7 37190 00119 6,160 Count Bottle,2 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2011-10-26,On Market,SUGGESTED USE: As a dietary supplement take 2 capsules daily. 1 pre-workout and 1 post-workout.
https://dsld.od.nih.gov/label/626,626,LBA PRO Chocolate Syrup,All American EFX,7 37190 00146 2,16.8 fl. Oz.; 497 mL,1 Tbsp [15 mL],Amino acid/Protein [A1305],Liquid [E0165],2011-10-26,On Market,SUGGESTED USE: As a dietary supplement; take 1 TBSP 3 times daily preferably between meals. Shake well. No refrigeration needed; but may enhance flavor.
https://dsld.od.nih.gov/label/627,627,LG5 PRO,All American EFX,7 37190 00142 4,16 fl. Oz.; 473 mL,1 Tbsp [15 mL],Amino acid/Protein [A1305],Liquid [E0165],2011-10-26,On Market,SUGGESTED USE: As a dietary supplement; for optimal results on training days take 1 TBSP post-workout and 1 TBSP before bedtime. On non-training days take 2 TBSP(s) before bedtime. Shake well. No refrigeration needed; but may enhance flavor.
https://dsld.od.nih.gov/label/628,628,LBA PRO Vanilla Glaze,All American EFX,7 37190 00144 8,16.8 fl. Oz.; 497 mL,1 Tbsp [15 mL],Amino acid/Protein [A1305],Liquid [E0165],2011-10-26,On Market,SUGGESTED USE: As a dietary supplement; take 1 TBSP 3 times daily preferably between meals. Shake well. No refrigeration needed; but may enhance flavor.
https://dsld.od.nih.gov/label/629,629,Nytric EFX Pro,All American EFX,,120 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2011-10-26,On Market,SUGGESTED USE: As a dietary supplement; take 1 tablet three times daily: morning; noon; and evening 30 minutes before a meal.  On training days take 1 of these servings 45 minutes prior to workout.
https://dsld.od.nih.gov/label/630,630,Test Charge,All American EFX,7 37190 00170,2 fl. Oz.; 60 mL,1 mL [0.5 dropper],Botanical with Nutrients [A1317],Liquid [E0165],2011-10-26,On Market,SUGGESTED USE: Take 1 dose (1/2 dropper) first thing in the morning on an empty stomach. Take a second dose (1/2 dropper) before bedtime. Use daily for 30 consecutive days. Cycle off for 7 days before repeating cycle.
