URL,DSLD ID,Product Name,Brand Name,Bar Code,Net Contents,Serving Size,Product Type [LanguaL],Supplement Form [LanguaL],Date Entered into DSLD,Market Status,Suggested Use
https://dsld.od.nih.gov/label/41708,41708,Myo-Inositol Powder,Protocol For Life Balance,7 07359 10529 4,1 lb; 454 Gram(s),2 tsp [6 g],Non-Nutrient/Non-Botanical [A1309],Powder [E0162],2015-01-23,Off Market,SUGGESTED USAGE: As a dietary supplement for mood and behavior support; take 1 - 2 level teaspoons twice daily; as a dietary supplement for the support of female hormonal balance; take 1 level teaspoon twice dail; or take as directed by your healthcare practitioner.
https://dsld.od.nih.gov/label/41709,41709,Metabolic Balance,Higher Nature,5 031013 103483,90 Capsule(s),1 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: Take 1 capsule 3 times a day; with meals; or as your health professional advises. Do not exceed recommended daily intake.
https://dsld.od.nih.gov/label/41710,41710,Cardio Tri-Plex,Protocol For Life Balance,7 07359 11675 7,120 Softgel(s),2 Softgel(s),Other Combinations [A1325],Softgel Capsule [E0161],2015-01-23,Off Market,SUGGESTED USAGE: As a dietary supplement; take 2 softgels twice daily with food; or as directed by your healthcare practitioner.
https://dsld.od.nih.gov/label/41711,41711,Pure MCT Oil,Protocol For Life Balance,7 07359 12197 3,16 fl. Oz.; 473 mL,1 Tbsp [(15 mL)(14 g)],Fat/Fatty Acid [A1310],Liquid [E0165],2015-01-23,Off Market,SUGGESTED USAGE: As a dietary supplement; take 1 tablespoon 1 to 3 times daily; or as directed by your healthcare practitioner.
https://dsld.od.nih.gov/label/41712,41712,AHCC 500 mg,Protocol For Life Balance,7 07359 13032 6,60 Veg Capsule(s),2 Veg Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,SUGGESTED USAGE: As a dietary supplement; take 2 capsules 3 times daily. For intensve use; take up to 4 capsules 3 times daily under the supervision of a healthcare practitioner.
https://dsld.od.nih.gov/label/41713,41713,Ultra Daily Enzymes,Altrum,,90 Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2015-01-23,On Market,SUGGESTED USE: 1 capsule three times daily with meals; or as otherwise desired. This product is best when used as a part of a total nutritional program including the ALTRUM Ultra Multis & Altrum Ultra Probiotics.
https://dsld.od.nih.gov/label/41714,41714,Ubiquinol 100 mg,Protocol For Life Balance,7 07359 13142 2,60 Softgel(s),1 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2015-01-23,Off Market,SUGGESTED USAGE: As a dietary supplement; take 1 - 2 softgels 1 to 3 times daily preferably with fat containing meals; or as directed by your healthcare practitioner.
https://dsld.od.nih.gov/label/41715,41715,Joint Formula,Altrum,,60 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,Off Market,Suggested Use: Take 1 tablet 6 times daily; preferably with meals. This product can be further enhanced with use of the Ultra Multi.
https://dsld.od.nih.gov/label/41716,41716,Superfood Phytonutrient Support,Altrum,,75 Tablet(s),1 Tablet(s),Botanical [A1306],Tablet or Pill [E0155],2015-01-23,Off Market,SUGGESTED USE: Take 1 tablet 2 to 4 times daily; for adults and children over 6 years of age. May be taken with meals or a full glass of water.
https://dsld.od.nih.gov/label/41717,41717,Ubiquinol CoQH-CF,Protocol For Life Balance,7 07359 13145 3,60 Softgel(s),1 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2015-01-23,Off Market,SUGGESTED USAGE: As a dietary supplement; take 1 softgel up to 6 times daily preferably with fat containing meals; or as directed by your healthcare practitioner.
https://dsld.od.nih.gov/label/41718,41718,Test HD,MuscleTech Performance Series,6 31656 60409 2,90 Rapid-Release Caplet(s),1 Caplet(s),Botanical with Nutrients [A1317],Other (e.g. tea bag) [E0172],2015-01-23,Off Market,Directions: Take 1 caplet twice daily. Take the first caplet in the morning and second caplet mid-afternoon. On workout days; take the second caplet 30 minutes before your workout. Do not exceed 2 caplets in a 24-hour period. Read the entire label before use and follow the directions provided.
https://dsld.od.nih.gov/label/41719,41719,Ultra Calcium Complex,Altrum,,90 Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,Suggested Use: 3 or more capsules daily with meals. This product can be further enhanced with the use of the ULTRA Multi or one of the other Altrum multis.
https://dsld.od.nih.gov/label/41720,41720,True Balance Multi-Vitamin,Protocol For Life Balance,7 07359 13380 8,120 Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,SUGGESTED USAGE: As a dietary supplement; take 2 capsules twice daily with food; or as directed by your healthcare practitioner.
https://dsld.od.nih.gov/label/41721,41721,Platinum 100% Glutamine,MuscleTech Essential Series,6 31656 70570 6,10.65 oz.; 302 Gram(s),5 Gram(s) [1 scoop],Amino acid/Protein [A1305],Powder [E0162],2015-01-23,On Market,DIRECTIONS: Mix 1 serving (1 scoop) with 8 oz. of wateror your favorite sports beverage and consume1 to 2 times daily. For optimal results; take 2 servings(2 scoops) per day. On workout days; take 1 serving 45 to60 minutes before your workout and 1 serving 15 to 30minutes after your workout.
https://dsld.od.nih.gov/label/41722,41722,Upliftment Formula,Altrum,,60 Tablet(s),2 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,On Market,SUGGESTED USE: 2 or more tablets daily; preferably with meals; or as recommended by a health care professional. This product is best when used as part of a program including the ALTRUM products: Ultra Multis; Ultra Daily Enzymes and Nutritional Oils.
https://dsld.od.nih.gov/label/41723,41723,Ultra Omega-3,Altrum,,60 Capsule(s),1 Softgel(s),Fat/Fatty Acid [A1310],Softgel Capsule [E0161],2015-01-23,Off Market,SUGGESTED USE: Take 1 to 2 softgels daily with meals. This product's performance can be further enhanced with use of the ALTRUM Ultra Daily Enzymes and Ultra Multis.
https://dsld.od.nih.gov/label/41724,41724,Platinum Phosphatiidyl Seriine,MuscleTech Essential Series,6 31656 60461 0,60 Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2015-01-23,On Market,DIRECTIONS: Take 1 serving (1 capsule) up to 4times daily with a glass of water. Read the entirelabel before use and follow directions provided.
https://dsld.od.nih.gov/label/41725,41725,Ultra Probiotics,Altrum,,60 Capsule(s),2 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2015-01-23,Off Market,SUGGESTED USE: To support healthy flora take 2 capsules per day. 1 capsule per day may be sufficient to maintain healthy flora.
https://dsld.od.nih.gov/label/41726,41726,Stress Management System,Altrum,,120 Tablet(s),3 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,Off Market,SUGGESTED USE: Three tablets a day; preferably with meals.
https://dsld.od.nih.gov/label/41727,41727,Clear Muscle,MuscleTech Performance Series,6 31656 60488 7,168 Liquid Cap(s),2 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: Take 1 serving (2 capsules); in the morning; mid-afternoon; and evening. On workout days; take 1 of these servings 30 minutes before training.
https://dsld.od.nih.gov/label/41728,41728,Platinum 100% Betaine,MuscleTech Essential Series,6 31656 60447 4,168 Caplet(s),2 Caplet(s),Non-Nutrient/Non-Botanical [A1309],Other (e.g. tea bag) [E0172],2015-01-23,On Market,DIRECTIONS: Take 1 serving (2 caplets) twice daily with a glass of water
https://dsld.od.nih.gov/label/41729,41729,SimplyOne Heart Smart Wild Berry Chewables,SuperNutrition,0 33739 00236 6,30 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,Off Market,Directions: Take 1 chewable tablet once or twice per day with or without food. Can take with any multivitamin.
https://dsld.od.nih.gov/label/41730,41730,Pro Clinical Hydroxycut Max! For Women,Hydroxycut,,120 Rapid Release Liquid Cap(s),2 Liquid Cap(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: To assess individual tolerance; for the first twodays; start with one (1) Liquid-Cap taken with a glass of watertwo (2) times daily; approximately 30 minutes before your mainmeals. For days three and beyond; follow the guidelines below.Do not exceed 2 Liquid-Caps in a 4-hour period and/or 6Liquid-Caps in a 24-hour period. Always read the entire labelbefore use; and follow the directions provided. To assess individual tolerance; follow these guidelines: - Day 1 and 2: Take 1 Liquid-Cap; 2x daily. - Day 3 and 4: Take 2 Liquid-Caps; 2x daily. - Day 5 and Beyond: Take 2 Liquid-Caps; 3x daily. For Best Results: - Use for 8-12 weeks with diet and exercise. - Stay hydrated by drinking 8-10 glasses of water per day.- Do not snack between meals.- Do not take within 5 hours of bedtime.
https://dsld.od.nih.gov/label/41731,41731,Supergest,Higher Nature,5 031013 102370,30 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: Take 1-3 capsules a day (children over 8 years; 1 capsule); one with each meal; or as your health professional advises. If taking 1 capsule a day; take with a main meal. Do not exceed recommended daily intake.
https://dsld.od.nih.gov/label/41732,41732,SimplyOne Heart Smart Wild Berry Chewables,SuperNutrition,0 33739 00237 3,60 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,Off Market,Directions: Take 1 chewable tablet once or twice per day with or without food. Can take with any multivitamin.
https://dsld.od.nih.gov/label/41733,41733,SimplyOne Vegan Heart Smart Wild Berry Chewables,SuperNutrition,0 33739 00239 7,30 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,Off Market,Directions: Take 1 chewable tablet once or twice per day with or without food. Can take with any multivitamin.
https://dsld.od.nih.gov/label/41734,41734,Supergest,Higher Nature,5 031013 102370,30 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: Take 1-3 capsules a day (children over 8 years; 1 capsule); one with each meal; or as your health professional advises. If taking 1 capsule a day; take with a main meal. Do not exceed recommended daily intake.
https://dsld.od.nih.gov/label/41735,41735,Supergest,Higher Nature,5 031013 102370,30 Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: Take 1 capsule per meal; up to 3 capsules a day (children over 8 years; 1 capsule a day); or as your health professional advises.
https://dsld.od.nih.gov/label/41736,41736,Supergest,Higher Nature,5 031013 102387,90 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: Take 1-3 capsules a day (children over 8 years; 1 capsule); one with each meal; or as your health professional advises. If taking 1 capsule a day; take with a main meal. Do not exceed recommended daily intake.
https://dsld.od.nih.gov/label/41737,41737,SimplyOne Vegan Heart Smart Wild Berry Chewables,SuperNutrition,0 33739 00241 0,60 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,Off Market,Directions: Take 1 chewable tablet once or twice per day with or without food. Can take with any multivitamin.
https://dsld.od.nih.gov/label/41738,41738,Supergest,Higher Nature,5 031013 102387,90 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: Take 1-3 capsules a day (children over 8 years; 1 capsule); one with each meal; or as your health professional advises. If taking 1 capsule a day; take with a main meal. Do not exceed recommended daily intake.
https://dsld.od.nih.gov/label/41739,41739,Supergest,Higher Nature,5 031013 102387,90 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: Take 1 capsule per meal; up to 3 capsules a day (children over 8 years; 1 capsule a day); or as your health professional advises. Do not exceed recommended daily intake.
https://dsld.od.nih.gov/label/41741,41741,Menopause Multiple,SuperNutrition,0 33739 00190 1,60 Packet(s),4 Tablet(s) [packets of 4 tablets each],Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,Off Market,DIRECTIONS: TAKE 1 PACKET AFTER BREAKFAST AND 1 PACKET AFTER LUNCH OR DINNER.
https://dsld.od.nih.gov/label/41742,41742,Children's Chewable Multi,Altrum,,90 Tablet(s),3 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,On Market,Suggested Use: For children between the ages of 1 and 4 years of age; take three tablets daily. For children over the age of 4 (and adults); take three tablets daily; not to exceed 6 tablets per day.
https://dsld.od.nih.gov/label/41743,41743,Pro Clinical Hydroxycut Rapid-Release Caplets,Hydroxycut,,72 Rapid Release Caplet(s),2 Rapid Release Caplet(s),Other Combinations [A1325],Other (e.g. tea bag) [E0172],2015-01-23,On Market,Do not exceed recommended serving. Improper use of this product will not improve results and is not advised. Use only as directed. DIRECTIONS: To assess individual tolerance; for the first three days; start with one (1) Rapid-Release Caplet; taken with a glass of water three (3) times daily; approximately 30 minutes before your three main meals. Do not snack after dinner or between meals. For days 4 and beyond; follow the chart below. Do not exceed two (2) caplets in a 4-hour period and/or six (6) caplets in a 24-hour period. Do not take within 5 hours of bedtime. For best results use Pro Clinical Hydroxycut(TM) for 8-12 weeks in conjunction with a calorie-reduced diet and regular exercise program. Consume 8-10 glasses of water per day. Read the entire label before use and follow directions. Day 1 to Day 3 1 caplet; 3x daily Day 4 & Beyond 2 caplets; 3x daily
https://dsld.od.nih.gov/label/41744,41744,Memory Focus,Altrum,,100 Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,Suggested Use: Take 3 to 6 capsules daily; with or without food. This product is best as part of a program including the ALTRUM products: Ultra Daily Enzymes; DNU Ultra Multis and VisionPower (your best anti-oxident formula). Memory Focus may be better absorbed if taken between meals.
https://dsld.od.nih.gov/label/41745,41745,Pro Clinical Hydroxycut Rapid-Release Caplets,Hydroxycut,,150 Rapid Release Caplet(s),2 Rapid Release Caplet(s),Other Combinations [A1325],Other (e.g. tea bag) [E0172],2015-01-23,On Market,DIRECTIONS: To assess individual tolerance; for the first three days; start with one (1) Rapid-Release Caplet; taken with a glass of water three (3) times daily; approximately 30 minutes before your three main meals. Do not snack after dinner or between meals. For days 4 and beyond; follow the chart below. Do not exceed two (2) caplets in a 4-hour period and/or six (6) caplets in a 24-hour period. Do not take within 5 hours of bedtime. For best results use Pro Clinical Hydroxycut(TM) for 8-12 weeks in conjunction with a calorie-reduced diet and regular exercise program. Consume 8-10 glasses of water per day. Read the entire label before use and follow directions. Day 1 to Day 3 1 caplet; 3x daily Day 4 & Beyond 2 caplets; 3x daily
https://dsld.od.nih.gov/label/41746,41746,Hydroxycut Hardcore Elite,MuscleTech Performance Series,6 31656 60336 1,100 Rapid-Release Thermo Cap(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,On Market,DIRECTIONS: Individual tolerances vary. Ensure you achieve your comfort with each stage before increasing your dosage. HYDROXYCUT HARDCORE(R) ELITE is a super-thermogenic; so be sure to start with one capsule; once daily. Take each serving 30 to 60 minutes before your two largest meals of the day (e.g.; breakfast and lunch). Do not exceed 4 capsules in a 24-hour period. Avoidsnacking; and drink 10 glasses of water each day. Avoid usage within 5 hours of bedtime. For best results; use for 60 days in combination with diet and training. Do not use for more than 8 weeks. Read the entire label before use and follow the directions provided. DAY 1 & DAY 2 1 capsule; 1x daily DAY 3 & DAY 4 2 capsules; 1x daily DAY 5 & DAY 6 2 capsules with meal 1 1 capsule with meal 2 DAY 7 & BEYOND 2 capsules; 2x daily Take each serving 30 to 60 minutes before your two largest meals of the day (e.g.; breakfast and lunch). Do not exceed 4 capsules in a 24-hour period. Avoid snacking; and drink 10 glasses of water each day. Avoid usage within 5 hours of bedtime. For best results; use for 60 days in combination with diet and training. Do not use for more than 8 weeks. Read the entire label before use and follow the directions provided.
https://dsld.od.nih.gov/label/41747,41747,True Food Maxi Q10,Higher Nature,5 031013 100246,60 Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: Take 1 capsule a day; with or between meals; or as your health professional advises. Do not exceed recommended daily intake. A TRUE FOOD(R) SUPERNUTRITION PLUS multivitamin supplement is also recommended.
https://dsld.od.nih.gov/label/41748,41748,True Food Selenium,Higher Nature,5 031013 101021,60 Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2015-01-23,Off Market,DIRECTIONS: Take 1 tablet a day (children over 8 years; 1 every other day); with or between meals; or as your health professional advises.
https://dsld.od.nih.gov/label/41749,41749,Cardio Heart Nutrients,Higher Nature,5 031013 106897,6 Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,On Market,DIRECTIONS: Adults; take 2 capsules twice a day; 30 minutes before meals or 2 hours after meals or as your health professional advises. 
https://dsld.od.nih.gov/label/41750,41750,B-Vital,Higher Nature,5 031013 101823,30 Tablet(s),1 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2015-01-23,Off Market,DIRECTIONS: Take 1-3 tablets (children over 5 years; 1 tablet) a day; with meals; or as your health professional advises.
https://dsld.od.nih.gov/label/41751,41751,B-Vital,Higher Nature,5 031013 101830,90 Tablet(s),1 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2015-01-23,Off Market,DIRECTIONS: Take 1-3 tablets (children over 5 years; 1 tablet) a day; with meals; or as your health professional advises.
https://dsld.od.nih.gov/label/41752,41752,Maxi Multi,Higher Nature,5 031013 103308,90 Tablet(s),2 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,Off Market,DIRECTIONS: Take 2-3 tablets a day; with meals. Children: 5-11 years 1 a day; 11-14 years 2 a day; or as your health professional advises.
https://dsld.od.nih.gov/label/41753,41753,Collagen Restructuring Complex,Higher Nature,5 031013 103063,90 Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: Take 3 capsules before bed with a glass of water; or as your health professional advises. As an optional extra also take 3 in the morning for the first month. Drink 1-2 litres of water throughout the day to optimise results. Do not exceed recommended daily intake.
https://dsld.od.nih.gov/label/41754,41754,Collagen Restructuring Complex,Higher Nature,5 031013 103063,90 Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: Take 3 capsules before bed with a glass of water; or as your health professional advises. As an optional extra also take 3 in the morning for the first month. Drink 1-2 litres of water throughout the day to optimise results. Do not exceed recommended daily intake.
https://dsld.od.nih.gov/label/41755,41755,Red Sterol Complex,Higher Nature,5 031013 104268,30 Tablet(s),2 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,Off Market,DIRECTIONS: Adults take 2 tablets twice a day after meals for 12 weeks; then maintain at 2-3 tablets a day; or as your health professional advises.
https://dsld.od.nih.gov/label/41756,41756,Citricidal Grapefruit Seed Extract,Higher Nature,5 031013 100901,25 mL,12 Drop(s),Other Combinations [A1325],Liquid [E0165],2015-01-23,On Market,DIRECTIONS: Dilute 4-12 drops in (300ml) of water or juice; stir thoroughly. Consume 30 mins before or 2 hrs after meals; 1-3 times a day (children over 8 yrs; half dose) or as your health professional advises. Do not exceed recommended daily intake. Mouthwash: Dilute 4-12 drops in 300ml of water; stir thoroughly. Swish and/or gargle in mouth for 10 secs; then rinse with water. Scalp care: Dilute 4-12 drops in shampoo for each use. Rinse thoroughly.
https://dsld.od.nih.gov/label/41757,41757,SuperPhyte,Higher Nature,5 031013 102967,30 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: Take 1-3 capsules a day (children over 8 years; 1 a day); or as your health professional advises.
https://dsld.od.nih.gov/label/41758,41758,Menopause Multiple,SuperNutrition,0 33739 00191 8,60 Packet(s),2 Tablet(s) [1 packet; 2 packets SS],Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,Off Market,DIRECTIONS: TAKE 1 PACKET AFTER BREAKFAST AND 1 PACKET AFTER LUNCH OR DINNER.
https://dsld.od.nih.gov/label/41759,41759,Vision Power,Altrum,,100 Capsule(s),6 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,SUGGESTED USE: 6 capsules daily; preferably 3 capsules with each meal. For nutritional eye maintenance; take 3 daily; for best premium nutritional eye support take 6 per day. This product is best when used as part of a program including the ALTRUM products: Ultra Daily Enzymes; Ultra Omega 3 and Ultra Multis.
https://dsld.od.nih.gov/label/41760,41760,SuperPhyte,Higher Nature,5 031013 102974,90 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2015-01-23,Off Market,DIRECTIONS: Take 1-3 capsules a day (children over 8 years; 1 a day); or as your health professional advises.
https://dsld.od.nih.gov/label/41761,41761,Liver Support,Higher Nature,5 031013 105210,90 Tablet(s),2 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,On Market,DIRECTIONS: Adults take 2 tablets a day; with or between meals.
https://dsld.od.nih.gov/label/41762,41762,Citricidal (34%) Liquid Grapefruit Seed Extract 25 ml,Higher Nature,,25 mL,12 Drop(s),Other Combinations [A1325],Liquid [E0165],2015-01-23,Off Market,DIRECTIONS - Never use undiluted. Do not squeeze; but apply gentle pressure to allow drop to form. By mouth: Allow 4-12 single drops to fall into a full glass (300ml) of water or juice; and stir thoroughly. Consume 30 minutes before or 2 hours after meals; 1-3 times a day (children over 8 years; half dose) or as your health professional advises. Do not exceed recommended daily intake.
https://dsld.od.nih.gov/label/41763,41763,Nutritional Oils,Altrum,,90 Capsule(s),3 Softgel(s),Botanical with Nutrients [A1317],Capsule [E0159],2015-01-23,On Market,DIRECTIONS: For adults; take three (3) softgels daily; preferably with a meal. To enhance this product's performance use the ALTRUM Ultra Daily Enzymes and Ultra Multis.
https://dsld.od.nih.gov/label/41764,41764,Men's Blend,SuperNutrition,0 33739 00181 9,90 Tab(s),6 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2015-01-23,Off Market,DIRECTIONS: TAKE 2 TABLETS AFTER EACH MEAL THREE TIMES PER DAY
